player_id,squad_id,squad_name,home_arena,role,preferred_loadout,matches_played,assists,season_score,tag_accuracy_pct,shield_uptime_pct,stamina_score,reflex_score,reaction_time_sec,energy_delta_pct,favorite_drink,preferred_channel,commute_mode,glow_rating,wellbeing_index,scout_notes
LT0139,SQ010,Quantum Queens,Nebula Nexus,Strategist,Dual Pulse,13,19,6377.6,55.1,21.1,75,57,0.334,-1.2,Nebula Nectar,HoloCom,E-scooter,7.0,71.8,prefers stealth mode
LT0140,SQ045,Hyper Hawks,Nova Spire,Strategist,Shield Drone,31,4,5509.8,29.1,17.4,56,83,0.272,17.4,Water,SMS Alert,Transit,5.6,71.5,prefers stealth mode
LT0141,SQ045,Hyper Hawks,Nebula Nexus,Engineer,Dual Pulse,12,6,4412.4,46.2,74.8,58,87,0.277,-0.3,Nebula Nectar,Beacon Screens,Hover Tram,3.3,61.5,follow-up for interview
LT0142,SQ019,Solar Sparks,Nebula Nexus,Captain,Shield Drone,11,28,4987.8,26.8,66.9,62,49,0.392,21.2,Star Seltzer,Arena App,Transit,4.1,74.0,pair with rookie
LT0143,SQ010,Quantum Queens,Nebula Nexus,Engineer,,11,22,5757.9,57.2,84.1,73,100,0.248,8.9,Star Seltzer,SMS Alert,E-scooter,4.5,73.9,needs recalibration
LT0144,SQ041,Neon Ninjas,Astro Alley,Strategist,Rail Blaster,14,1,4072.3,39.2,18.3,83,41,0.415,7.8,Water,SMS Alert,Carpool,2.9,80.6,follow-up for interview
LT0145,SQ045,Hyper Hawks,Nebula Nexus,Scout,Support Pod,20,9,3761.7,27.5,16.0,74,78,0.258,7.8,Quasar Quench,Beacon Screens,Carpool,3.6,76.9,prefers stealth mode
LT0146,SQ040,Gamma Guild,Nova Spire,Captain,Stealth Rig,28,25,7356.2,60.6,88.8,83,60,0.328,3.7,Nebula Nectar,Squad Mentor,E-scooter,8.3,76.8,prefers stealth mode
LT0147,SQ019,Solar Sparks,Photon Forge,Engineer,Dual Pulse,33,35,7744.7,39.9,90.8,77,42,0.413,13.1,Nebula Nectar,Arena App,Carpool,8.3,78.1,pair with rookie
LT0148,SQ045,Hyper Hawks,Photon Forge,Sniper,,11,12,5922.1,52.3,34.8,53,44,0.344,-4.6,Quasar Quench,Arena App,Transit,6.2,58.1,needs recalibration
LT0149,SQ041,Neon Ninjas,Photon Forge,Engineer,,26,21,6794.9,47.5,66.8,95,82,0.289,22.7,Quasar Quench,Squad Mentor,Hover Tram,6.6,92.5,follow-up for interview
LT0150,SQ045,Hyper Hawks,Astro Alley,Scout,Support Pod,40,7,7042.5,54.5,43.0,84,54,0.354,-1.2,Water,Beacon Screens,Transit,7.5,77.1,pair with rookie
LT0151,SQ040,Gamma Guild,Nova Spire,Captain,Support Pod,5,33,6436.9,48.6,21.5,95,89,0.253,24.0,Photon Fizz,Arena App,Walk,6.9,90.1,
LT0152,SQ040,Gamma Guild,Astro Alley,Captain,Stealth Rig,22,29,5436.8,23.9,54.1,67,92,0.23,12.4,Water,Squad Mentor,E-scooter,5.3,71.8,follow-up for interview
LT0153,SQ040,Gamma Guild,Photon Forge,Scout,Rail Blaster,20,34,5244.5,36.8,91.7,67,98,0.167,22.3,Nebula Nectar,Beacon Screens,Hover Tram,5.2,76.6,prefers stealth mode
LT0154,SQ041,Neon Ninjas,Nebula Nexus,Strategist,Dual Pulse,5,3,2881.4,30.3,45.6,82,69,0.308,4.3,Star Seltzer,Arena App,Walk,1.5,73.7,
LT0155,SQ045,Hyper Hawks,Photon Forge,Sniper,Stealth Rig,33,0,6667.4,54.7,62.6,70,63,0.274,18.6,Star Seltzer,Arena App,E-scooter,7.4,76.2,prefers stealth mode
LT0156,SQ040,Gamma Guild,Nebula Nexus,Engineer,,24,6,5931.8,62.1,86.7,61,65,0.338,18.2,Nebula Nectar,Beacon Screens,Hover Tram,5.6,71.3,
LT0157,SQ010,Quantum Queens,Photon Forge,Scout,Shield Drone,12,6,4739.4,44.8,53.6,80,53,0.345,3.1,Quasar Quench,HoloCom,E-scooter,4.5,75.3,needs recalibration
LT0158,SQ045,Hyper Hawks,Photon Forge,Captain,Rail Blaster,21,26,7021.4,50.3,27.0,50,99,0.225,1.5,Nebula Nectar,HoloCom,E-scooter,8.3,60.6,follow-up for interview
LT0159,SQ019,Solar Sparks,Photon Forge,Engineer,Support Pod,28,9,4544.0,32.8,75.1,69,83,0.297,14.8,Quasar Quench,SMS Alert,E-scooter,3.4,74.9,pair with rookie
LT0160,SQ040,Gamma Guild,Nebula Nexus,Sniper,Dual Pulse,33,7,7813.4,67.6,32.9,71,56,0.288,18.3,Photon Fizz,Squad Mentor,Hover Tram,8.5,76.5,late check-in
LT0161,SQ040,Gamma Guild,Nova Spire,Engineer,Shield Drone,22,9,5040.1,54.2,67.1,99,70,0.333,19.6,Quasar Quench,Squad Mentor,E-scooter,5.0,93.4,
LT0162,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,11,1,3820.2,53.9,57.5,50,44,0.409,-4.4,Nebula Nectar,Squad Mentor,E-scooter,2.6,57.7,follow-up for interview
LT0163,SQ045,Hyper Hawks,Nebula Nexus,Strategist,Rail Blaster,7,4,3532.5,25.0,65.0,75,58,0.347,3.5,Star Seltzer,SMS Alert,Walk,2.8,71.6,late check-in
LT0164,SQ010,Quantum Queens,Nebula Nexus,Captain,Rail Blaster,27,4,3573.3,22.9,90.9,66,80,0.293,6.6,Nebula Nectar,Arena App,Hover Tram,2.4,68.4,late check-in
LT0165,SQ010,Quantum Queens,Astro Alley,Engineer,Rail Blaster,40,15,6168.6,35.8,66.3,96,65,0.324,3.5,Star Seltzer,Beacon Screens,Transit,6.7,85.1,late check-in
LT0166,SQ040,Gamma Guild,Astro Alley,Strategist,Stealth Rig,5,13,5113.9,62.4,50.1,53,89,0.239,4.4,Quasar Quench,Squad Mentor,Hover Tram,4.7,61.5,needs recalibration
LT0167,SQ010,Quantum Queens,Photon Forge,Strategist,Dual Pulse,36,18,7429.5,54.6,34.5,70,61,0.339,16.2,Star Seltzer,Arena App,Transit,8.2,77.5,
LT0168,SQ019,Solar Sparks,Astro Alley,Scout,Support Pod,7,2,2884.4,24.5,35.5,88,89,0.195,24.2,Star Seltzer,SMS Alert,E-scooter,2.0,89.8,prefers stealth mode
LT0169,SQ041,Neon Ninjas,Nebula Nexus,Captain,Stealth Rig,33,27,6286.5,28.8,28.3,66,54,0.378,5.6,Nebula Nectar,Arena App,Walk,6.5,70.4,pair with rookie
LT0170,SQ041,Neon Ninjas,Astro Alley,Captain,Rail Blaster,19,33,7508.7,56.3,65.3,84,85,0.264,-4.0,Photon Fizz,SMS Alert,Hover Tram,8.1,72.8,needs recalibration
LT0171,SQ019,Solar Sparks,Photon Forge,Captain,Support Pod,35,5,5719.6,56.4,59.0,98,67,0.328,22.8,Star Seltzer,Squad Mentor,Transit,5.6,94.5,late check-in
LT0172,SQ045,Hyper Hawks,Astro Alley,Scout,,40,12,5070.7,23.5,52.1,60,43,0.373,11.9,Photon Fizz,HoloCom,Hover Tram,4.9,68.8,
LT0173,SQ040,Gamma Guild,Nebula Nexus,Scout,Shield Drone,17,34,5279.2,34.6,51.2,73,49,0.365,20.3,Star Seltzer,Squad Mentor,Hover Tram,4.5,78.2,pair with rookie
LT0174,SQ040,Gamma Guild,Nova Spire,Engineer,Shield Drone,21,33,7346.9,51.4,80.3,83,43,0.422,0.1,Star Seltzer,Arena App,Walk,8.2,73.4,late check-in
LT0175,SQ040,Gamma Guild,Astro Alley,Strategist,Shield Drone,11,12,4633.4,50.2,76.6,94,92,0.238,24.7,Water,HoloCom,Carpool,3.8,94.3,needs recalibration
LT0176,SQ019,Solar Sparks,Nova Spire,Engineer,Support Pod,36,19,6985.0,54.2,80.5,90,95,0.257,14.0,Water,SMS Alert,Hover Tram,7.8,85.5,pair with rookie
LT0177,SQ010,Quantum Queens,Photon Forge,Sniper,,39,4,6323.2,42.5,11.0,97,95,0.171,19.0,Nebula Nectar,Squad Mentor,Hover Tram,5.8,90.6,pair with rookie
LT0178,SQ045,Hyper Hawks,Nova Spire,Captain,,34,21,7169.1,54.4,75.0,97,86,0.248,23.2,Quasar Quench,HoloCom,Transit,7.6,94.0,prefers stealth mode
LT0179,SQ041,Neon Ninjas,Photon Forge,Scout,Support Pod,18,35,7203.3,58.2,39.1,77,44,0.374,-0.1,Star Seltzer,Squad Mentor,Transit,7.3,74.2,pair with rookie
LT0180,SQ010,Quantum Queens,Photon Forge,Sniper,Dual Pulse,11,8,3072.1,23.1,61.7,52,59,0.299,18.6,Water,HoloCom,E-scooter,1.5,64.7,pair with rookie
LT0009,sq041,Neon Ninjas,Nebula Nexus,Scout,Support Pod,25,5,5959.1,47.5,21.3,84,48,0.365,9.5,Star Seltzer,HoloCom,Carpool,6.1,78.5,prefers stealth mode
