player_id,squad_id,squad_name,home_arena,role,preferred_loadout,matches_played,assists,season_score,tag_accuracy_pct,shield_uptime_pct,stamina_score,reflex_score,reaction_time_sec,energy_delta_pct,favorite_drink,preferred_channel,commute_mode,glow_rating,wellbeing_index,scout_notes
LT0139,SQ010,Quantum Queens,Nebula Nexus,Strategist,Dual Pulse,13,19,2523.0,55.1,21.1,75,57,0.335,-1.2,Nebula Nectar,HoloCom,E-scooter,7.0,73.8,prefers stealth mode
LT0140,SQ045,Hyper Hawks,Nova Spire,Strategist,Shield Drone,31,4,,29.1,17.4,56,83,0.222,17.4,Water,SMS Alert,Transit,5.0,97.5,prefers stealth mode
LT0141,SQ045,Hyper Hawks,Nebula Nexus,Engineer,Dual Pulse,12,6,8668.0,46.2,74.8,58,87,0.262,-0.3,Nebula Nectar,Beacon Screens,Hover Tram,9.0,71.7,follow-up for interview
LT0142,SQ019,Solar Sparks,Nebula Nexus,Captain,Shield Drone,11,28,5824.0,26.8,66.9,62,49,0.163,21.2,Star Seltzer,Arena App,Transit,7.0,91.7,pair with rookie
LT0143,SQ010,Quantum Queens,Nebula Nexus,Engineer,,11,22,2529.0,57.2,84.1,73,100,0.204,8.9,Star Seltzer,SMS Alert,E-scooter,9.0,76.7,needs recalibration
LT0144,SQ041,Neon Ninjas,Astro Alley,Strategist,Rail Blaster,14,1,4514.0,39.2,18.3,83,41,0.217,7.8,Water,SMS Alert,Carpool,6.0,88.1,follow-up for interview
LT0145,SQ045,Hyper Hawks,Nebula Nexus,Scout,Support Pod,20,9,8681.0,27.5,16.0,74,78,0.367,7.8,Quasar Quench,Beacon Screens,Carpool,10.0,59.7,prefers stealth mode
LT0146,SQ040,Gamma Guild,Nova Spire,Captain,Stealth Rig,28,25,7841.0,60.6,88.8,83,60,0.428,3.7,Nebula Nectar,Squad Mentor,E-scooter,1.0,61.0,prefers stealth mode
LT0147,SQ019,Solar Sparks,Photon Forge,Engineer,Dual Pulse,33,35,4327.0,39.9,90.8,77,42,0.383,13.1,Nebula Nectar,Arena App,Carpool,4.0,83.6,pair with rookie
LT0148,SQ045,Hyper Hawks,Photon Forge,Sniper,,11,12,2388.0,52.3,34.8,53,44,0.36,-4.6,Quasar Quench,Arena App,Transit,3.0,72.1,needs recalibration
LT0149,SQ041,Neon Ninjas,Photon Forge,Engineer,,26,21,9121.0,47.5,66.8,95,82,0.201,22.7,Quasar Quench,Squad Mentor,Hover Tram,1.0,84.4,follow-up for interview
LT0150,SQ045,Hyper Hawks,Astro Alley,Scout,Support Pod,40,7,6512.0,54.5,43.0,84,54,0.424,-1.2,Water,Beacon Screens,Transit,2.0,62.7,pair with rookie
LT0151,SQ040,Gamma Guild,Nova Spire,Captain,Support Pod,5,33,8870.0,48.6,21.5,95,89,0.394,24.0,Photon Fizz,Arena App,Walk,7.0,94.5,
LT0152,SQ040,Gamma Guild,Astro Alley,Captain,Stealth Rig,22,29,5180.0,23.9,54.1,67,92,0.341,12.4,Water,Squad Mentor,E-scooter,4.0,85.9,follow-up for interview
LT0153,SQ040,Gamma Guild,Photon Forge,Scout,Rail Blaster,20,34,5753.0,36.8,91.7,67,98,0.448,22.3,Nebula Nectar,Beacon Screens,Hover Tram,3.0,92.0,prefers stealth mode
LT0154,SQ041,Neon Ninjas,Nebula Nexus,Strategist,Dual Pulse,5,3,,30.3,45.6,82,69,0.173,4.3,Star Seltzer,Arena App,Walk,6.0,92.1,
LT0155,SQ045,Hyper Hawks,Photon Forge,Sniper,Stealth Rig,33,0,4522.0,54.7,62.6,70,63,0.446,18.6,Star Seltzer,Arena App,E-scooter,7.0,66.3,prefers stealth mode
LT0156,SQ040,Gamma Guild,Nebula Nexus,Engineer,,24,6,,62.1,86.7,61,65,0.368,18.2,Nebula Nectar,Beacon Screens,Hover Tram,9.0,78.0,
LT0157,SQ010,Quantum Queens,Photon Forge,Scout,Shield Drone,12,6,3866.0,44.8,53.6,80,53,0.445,3.1,Quasar Quench,HoloCom,E-scooter,2.0,85.3,needs recalibration
LT0158,SQ045,Hyper Hawks,Photon Forge,Captain,Rail Blaster,21,26,9198.0,50.3,27.0,50,99,0.228,1.5,Nebula Nectar,HoloCom,E-scooter,1.0,71.7,follow-up for interview
LT0159,SQ019,Solar Sparks,Photon Forge,Engineer,Support Pod,28,9,8193.0,32.8,75.1,69,83,0.448,14.8,Quasar Quench,SMS Alert,E-scooter,4.0,57.2,pair with rookie
LT0160,SQ040,Gamma Guild,Nebula Nexus,Sniper,Dual Pulse,33,7,2830.0,67.6,32.9,71,56,0.437,18.3,Photon Fizz,Squad Mentor,Hover Tram,3.0,61.5,late check-in
LT0161,SQ040,Gamma Guild,Nova Spire,Engineer,Shield Drone,22,9,9520.0,54.2,67.1,99,70,0.312,19.6,Quasar Quench,Squad Mentor,E-scooter,7.0,58.3,
LT0162,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,11,1,9294.0,53.9,57.5,50,44,0.362,-4.4,Nebula Nectar,Squad Mentor,E-scooter,3.0,60.3,follow-up for interview
LT0163,SQ045,Hyper Hawks,Nebula Nexus,Strategist,Rail Blaster,7,4,7048.0,25.0,65.0,75,58,0.378,3.5,Star Seltzer,SMS Alert,Walk,6.0,61.2,late check-in
LT0164,SQ010,Quantum Queens,Nebula Nexus,Captain,Rail Blaster,27,4,4728.0,22.9,90.9,66,80,0.298,6.6,Nebula Nectar,Arena App,Hover Tram,7.0,70.3,late check-in
LT0165,SQ010,Quantum Queens,Astro Alley,Engineer,Rail Blaster,40,15,8260.0,35.8,66.3,96,65,0.259,3.5,Star Seltzer,Beacon Screens,Transit,3.0,98.0,late check-in
LT0166,SQ040,Gamma Guild,Astro Alley,Strategist,Stealth Rig,5,13,7853.0,62.4,50.1,53,89,0.283,4.4,Quasar Quench,Squad Mentor,Hover Tram,10.0,71.9,needs recalibration
LT0167,SQ010,Quantum Queens,Photon Forge,Strategist,Dual Pulse,36,18,3750.0,54.6,34.5,70,61,0.376,16.2,Star Seltzer,Arena App,Transit,8.0,65.9,
LT0168,SQ019,Solar Sparks,Astro Alley,Scout,Support Pod,7,2,9354.0,24.5,35.5,88,89,0.293,24.2,Star Seltzer,SMS Alert,E-scooter,8.0,91.3,prefers stealth mode
LT0169,SQ041,Neon Ninjas,Nebula Nexus,Captain,Stealth Rig,33,27,8999.0,28.8,28.3,66,54,0.383,5.6,Nebula Nectar,Arena App,Walk,10.0,95.1,pair with rookie
LT0170,SQ041,Neon Ninjas,Astro Alley,Captain,Rail Blaster,19,33,2025.0,56.3,65.3,84,85,0.43,-4.0,Photon Fizz,SMS Alert,Hover Tram,3.0,84.4,needs recalibration
LT0171,SQ019,Solar Sparks,Photon Forge,Captain,Support Pod,35,5,9769.0,56.4,59.0,98,67,0.208,22.8,Star Seltzer,Squad Mentor,Transit,4.0,75.9,late check-in
LT0172,SQ045,Hyper Hawks,Astro Alley,Scout,,40,12,,23.5,52.1,60,43,0.189,11.9,Photon Fizz,HoloCom,Hover Tram,8.0,66.5,
LT0173,SQ040,Gamma Guild,Nebula Nexus,Scout,Shield Drone,17,34,7011.0,34.6,51.2,73,49,0.179,20.3,Star Seltzer,Squad Mentor,Hover Tram,3.0,62.7,pair with rookie
LT0174,SQ040,Gamma Guild,Nova Spire,Engineer,Shield Drone,21,33,5203.0,51.4,80.3,83,43,0.224,0.1,Star Seltzer,Arena App,Walk,5.0,87.4,late check-in
LT0175,SQ040,Gamma Guild,Astro Alley,Strategist,Shield Drone,11,12,7468.0,50.2,76.6,94,92,0.259,24.7,Water,HoloCom,Carpool,10.0,60.9,needs recalibration
LT0176,SQ019,Solar Sparks,Nova Spire,Engineer,Support Pod,36,19,9358.0,54.2,80.5,90,95,0.261,14.0,Water,SMS Alert,Hover Tram,10.0,67.1,pair with rookie
LT0177,SQ010,Quantum Queens,Photon Forge,Sniper,,39,4,8624.0,42.5,11.0,97,95,0.284,19.0,Nebula Nectar,Squad Mentor,Hover Tram,6.0,62.0,pair with rookie
LT0178,SQ045,Hyper Hawks,Nova Spire,Captain,,34,21,3270.0,54.4,75.0,97,86,0.363,23.2,Quasar Quench,HoloCom,Transit,4.0,84.8,prefers stealth mode
LT0179,SQ041,Neon Ninjas,Photon Forge,Scout,Support Pod,18,35,8809.0,58.2,39.1,77,44,0.321,-0.1,Star Seltzer,Squad Mentor,Transit,4.0,91.2,pair with rookie
LT0180,SQ010,Quantum Queens,Photon Forge,Sniper,Dual Pulse,11,8,3930.0,23.1,61.7,52,59,0.22,18.6,Water,HoloCom,E-scooter,2.0,87.7,pair with rookie
LT0009,sq041,Neon Ninjas,Nebula Nexus,Scout,Support Pod,25,5,4794.0,47.5,21.3,84,48,0.386,9.5,Star Seltzer,HoloCom,Carpool,10.0,92.3,prefers stealth mode
